level,ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
L3_4C36L,47,107,337.672,36,36,359.35492753982544,14,0,24,23.81692088119856,160.0,238.16920881198564
L3_4C36L,48,108,305.801,36,36,380.7202787399292,9,0,11,20.932403381840697,150.0,209.32403381840697
L3_4C36L,49,109,368.608,36,36,368.1722297668457,12,0,37,21.092561176565205,150.0,210.9256117656521
L3_4C36L,50,110,384.142,36,36,339.1972608566284,18,0,25,9.342469951206413,190.0,93.42469951206411
L3_4C36L,51,101,507.455,36,36,365.44149684906006,6,0,54,35.19499343249384,180.0,351.94993432493834
L3_4C36L,52,102,408.943,36,36,347.9384112358093,12,0,33,33.538632088746596,190.0,335.38632088746607
L3_4C36L,53,103,464.722,36,36,371.55717849731445,3,0,43,33.14273271871452,190.0,331.4273271871452
L3_4C36L,54,104,482.723,36,36,372.18351650238037,8,0,45,19.388275754790786,160.0,193.8827575479079
L3_4C36L,55,105,359.748,36,36,308.0013072490692,25,0,34,18.328969941520768,210.0,183.2896994152077
L3_4C36L,56,106,503.017,36,36,353.8425874710083,10,0,49,33.858048341125034,180.0,338.5804834112502
L3_4C36L,57,107,397.485,36,36,339.6893482208252,13,0,40,19.368836890815977,210.0,193.6883689081598
L3_4C36L,58,108,397.061,36,36,357.3787066936493,7,0,42,18.737661634203345,210.0,187.37661634203343
L3_4C36L,59,109,595.748,36,36,351.0985255241394,11,0,97,39.67157488593448,160.0,396.7157488593449
L3_4C36L,60,110,328.134,36,36,361.1484889984131,14,0,21,9.505030149604977,170.0,95.05030149604977
L3_4C36L,61,101,412.172,36,36,330.8578715324402,15,0,22,40.47376732210083,210.0,404.7376732210084
L3_4C36L,62,102,325.625,36,36,364.2704846858978,15,0,35,24.098380930174258,140.0,240.98380930174258
L3_4C36L,63,103,476.936,36,36,352.26792001724243,5,0,46,22.440270951309472,230.0,224.40270951309475
